frame;episode;reward;epsilon;time;avg_eval_reward;avg_eval_episode_length;avg_td_noise
1000;1;17.241379310344946;0.6488725250287216;16.62116265296936;;;1.0302416057959538
2000;2;-32.432432432433004;0.39749577407794645;34.856112241744995;;;1.061980040009215
3000;3;-24.812030075188655;0.24502806748735442;52.84173560142517;;;1.023762054606671
4000;4;-31.506849315069292;0.15255172882409043;71.67216658592224;;;0.9933918914589474
5000;5;-22.222222222222936;0.09646199412685195;90.32626605033875;;;0.9631265382892876
6000;6;230.03300330033338;0.062441850337829355;109.65661191940308;;;0.9396831179107429
7000;7;-42.42424242424319;0.041807590081954824;128.9464464187622;;;0.9251591132573432
8000;8;11.782477341388491;0.029292278596277074;148.48714137077332;;;0.9107301827234444
9000;9;-62.96296296296355;0.02170135846435986;167.48104572296143;;;0.8999418614280283
10000;10;-73.59735973597371;0.017097232668922192;186.3819706439972;-76.56;250.0;0.8794851626472079
11000;11;11.969111969111504;0.01430468921281543;255.77486205101013;;;0.8626452660233977
12000;12;-42.44604316546797;0.0126109259881068;275.54586696624756;;;0.8463210579009118
13000;13;-80.62015503875934;0.011583606662027277;294.55735445022583;;;0.836669152245532
14000;14;-24.657534246575683;0.010960505993444726;313.15161991119385;;;0.8234962230071997
15000;15;-40.62500000000084;0.010582576333861967;332.33001255989075;;;0.8096919133437837
16000;16;-45.94594594594623;0.010353350408110267;352.0652015209198;;;0.7968914663350141
16764;17;-150.082771535581;0.010241159905583363;367.07911801338196;;;0.7947489983724574
17056;18;-60.472549019608174;0.010208400190109145;373.07929968833923;;;0.7922696114719942
17468;19;-13.809698996653964;0.01016960296781447;381.36702156066895;;;0.8064776205413071
18468;20;158.35866261398448;0.01010286939995773;401.3210759162903;;;0.8065199614890372
19468;21;-27.272727272728115;0.010062393445020605;420.5192470550537;-47.88;250.0;0.8123901554616746
20468;22;-32.20338983050929;0.010037843537370092;499.0927321910858;;;0.8179431931327001
21468;23;6.060606060605107;0.010022953265686942;518.6670038700104;;;0.8316953837692826
22468;24;-34.85342019544019;0.01001392185937966;538.8047878742218;;;0.8482963099110054
23468;25;-40.140845070423225;0.010008444034553973;558.4651851654053;;;0.8578704576313781
24468;26;128.07017543859794;0.010005121565848657;578.0642595291138;;;0.8628746025996344
25468;27;309.89399293285567;0.010003106386712948;596.8090686798096;;;0.8708921121480414
26468;28;188.8198757764003;0.010001884118782327;616.918163061142;;;0.8744437726904041
27468;29;162.45847176080213;0.010001142775808021;635.5038256645203;;;0.8869798687499751
27756;30;9.109187279152707;0.010000989515570944;640.8271713256836;;;0.8894465683242733
28756;31;193.33333333333792;0.01000060017153204;659.4127519130707;;;0.9024417756630676
29756;32;284.87972508590923;0.01000036402243527;678.5544741153717;433.59;250.0;0.9138721600013984
30756;33;191.3385826771686;0.010000220790767815;752.1459636688232;;;0.9228233309250085
31756;34;188.52459016393937;0.010000133916370061;772.3242771625519;;;0.9279384369131406
32756;35;230.30303030303477;0.01000008122438428;791.9287326335907;;;0.9467950474254405
33756;36;316.96113074203555;0.010000049265079382;811.251556634903;;;0.9607543775530002
34756;37;319.0476190476056;0.010000029880781098;831.4405109882355;;;0.9706246615984501
35756;38;413.24503311257337;0.010000018123609872;851.6118574142456;;;0.9794760324733376
36756;39;821.6417910447594;0.010000010992525052;870.5532681941986;;;0.9922750914531598
37756;40;399.99999999999216;0.010000006667303472;889.6527543067932;;;1.0040640045831701
38596;41;321.6151624548623;0.010000004380730542;905.2080619335175;;;1.0132610282554129
39596;42;637.7622377622254;0.010000002657047386;924.0201945304871;325.89;209.4;1.0233899053377955
40100;43;109.15925925926149;0.0100000020651761;977.7247021198273;;;1.0271600259019538
41100;44;619.594594594579;0.010000001252592622;996.397055387497;;;1.0442410427400584
42100;45;864.5390070921856;0.01000000075973583;1015.0355536937714;;;1.060459572754407
43100;46;721.3058419243822;0.010000000460803075;1034.1267800331116;;;1.0729386878164509
44100;47;526.2295081967071;0.010000000279491193;1053.5911540985107;;;1.0835664459677508
45100;48;416.6163141993807;0.010000000169519978;1075.2364447116852;;;1.1108052209470247
46100;49;338.5964912280547;0.010000000102819064;1094.086273431778;;;1.128718768412577
47100;50;843.0604982206272;0.010000000062362915;1114.1961026191711;;;1.1426280046983213
48100;51;710.4575163398522;0.01000000003782502;1134.0698833465576;;;1.1532186246005738
49100;52;769.2579505300212;0.010000000022942034;1153.791223526001;900.84;233.2;1.1780602615259708
50100;53;826.7515923566694;0.010000000013915048;1229.237464427948;;;1.1969108869977163
51100;54;206.1224489795912;0.010000000008439903;1248.1275746822357;;;1.2114250403264746
52100;55;643.421052631564;0.01000000000511906;1266.7001266479492;;;1.2232933871210658
53100;56;859.8662207357668;0.010000000003104867;1285.676012992859;;;1.2481977708279925
54100;57;816.0583941605671;0.010000000001883197;1305.0872492790222;;;1.2646660567725767
55100;58;886.013986013971;0.010000000001142217;1324.7277538776398;;;1.2783151954906853
56100;59;756.6775244299513;0.01000000000069279;1346.0843002796173;;;1.2890495532015929
57100;60;837.0860927152239;0.010000000000420199;1365.7462484836578;;;1.3140900911189506
58100;61;813.0434782608664;0.010000000000254864;1385.507709980011;;;1.3325475234401067
59100;62;485.36585365852255;0.010000000000154583;1405.1956441402435;602.83;250.0;1.3467424585566337
60100;63;749.2307692307604;0.010000000000093759;1479.0063273906708;;;1.3588174324250626
61100;64;699.9999999999823;0.010000000000056868;1498.71644282341;;;1.3818029826612055
62100;65;807.1428571428418;0.010000000000034492;1518.016487121582;;;1.4028594369070906
63100;66;589.5424836601154;0.010000000000020921;1536.9446580410004;;;1.4166066610534502
64100;67;425.17985611509226;0.01000000000001269;1556.7999782562256;;;1.4316941736354758
65100;68;840.9594095940862;0.010000000000007697;1576.5914475917816;;;1.4576305125227
66100;69;460.7476635513891;0.010000000000004668;1597.1140370368958;;;1.4760935531611354
67100;70;773.0158730158576;0.010000000000002831;1616.6759793758392;;;1.4917372653587435
68100;71;881.132075471679;0.010000000000001718;1638.1241719722748;;;1.5037463313623836
69100;72;878.7985865724228;0.010000000000001041;1661.2322001457214;730.64;250.0;1.530504623433604
70100;73;745.2830188679183;0.010000000000000632;1757.6285274028778;;;1.5488521583941346
71100;74;771.382636655938;0.010000000000000384;1780.4796407222748;;;1.5608210186360654
72100;75;778.6764705882179;0.010000000000000233;1802.7404582500458;;;1.5708020017639166
73100;76;525.7861635219967;0.01000000000000014;1825.615591287613;;;1.5961753261295804
74100;77;896.7105263157737;0.010000000000000085;1847.5489513874054;;;1.6187601425370048
75100;78;871.4285714285543;0.010000000000000052;1870.071674823761;;;1.6320523403670815
76100;79;867.3202614378893;0.010000000000000031;1892.1319255828857;;;1.6427729557260182
77100;80;595.9247648902669;0.01000000000000002;1915.6264419555664;;;1.668796908908712
78100;81;862.4573378839399;0.010000000000000012;1938.1157839298248;;;1.6899791559867765
78892;82;334.1718954248275;0.010000000000000007;1953.6155366897583;;;1.7003284078496224
79892;83;596.7741935483755;0.010000000000000005;1973.8053090572357;823.41;240.6;1.7142643047400097
80892;84;853.3333333333234;0.010000000000000004;2047.9697122573853;;;1.7381176763935908
81892;85;869.0721649484364;0.010000000000000002;2067.8305044174194;;;1.7596220601014387
82892;86;644.4089456868887;0.010000000000000002;2087.4033918380737;;;1.7736476885611052
83892;87;705.5555555555413;0.01;2106.882579088211;;;1.7838784093137754
84892;88;890.2280130292959;0.01;2125.7408096790314;;;1.8116116192418255
85892;89;324.9201277955142;0.01;2145.535623073578;;;1.8329530620617205
86892;90;853.488372093013;0.01;2164.192752599716;;;1.845059257849059
87892;91;848.0968858131381;0.01;2184.446223974228;;;1.8533418652418263
88668;92;922.3999999999879;0.01;2198.8873343467712;;;1.8709721784321116
89668;93;557.7946768060687;0.01;2218.2047724723816;895.66;232.0;1.895329502880717
90668;94;868.531468531453;0.01;2286.673312187195;;;1.9099764617524988
91508;95;916.1999999999891;0.01;2303.1356093883514;;;1.9188520771227981
92508;96;445.16129032257;0.01;2322.247209072113;;;1.9351485055346451
93508;97;844.0559440559286;0.01;2341.635595560074;;;1.9546596374955345
94508;98;862.1212121211954;0.01;2361.461525917053;;;1.9689745335209914
95508;99;873.0639730639559;0.01;2381.919934988022;;;1.9783694582338212
96508;100;843.6619718309678;0.01;2401.5102260112762;;;1.9934341156011717
97508;101;764.8648648648486;0.01;2420.894394159317;;;2.0151609910706667
98480;102;903.0999999999809;0.01;2439.9204409122467;;;2.028485928246361
99480;103;754.406130268187;0.01;2460.7189865112305;864.14;250.0;2.0370256071615933
